Time(ms),MotorCurrent,Position,Velocity,Acceleration
21574,203.00,5,336.76,1014692.91
21586,27.00,5,0.00,-28463.95
21598,157.00,32,2296.11,195264.36
21609,166.00,60,2379.13,7053.96
21621,208.00,86,2204.32,-14820.50
21633,52.00,112,2207.51,270.14
21647,191.00,145,2381.81,12580.74
21659,171.00,177,2715.09,28277.11
21670,104.00,205,2372.28,-29044.10
21682,111.00,232,2288.52,-7099.06
21697,1.00,264,2160.41,-8649.27
21709,22.00,290,2209.57,4177.67
21721,185.00,313,1956.45,-21531.25
21732,145.00,319,512.95,-123407.35
21744,243.00,319,0.00,-43928.41
21756,167.00,319,0.00,0.00
21767,280.00,336,1457.48,124955.07
21779,1.00,365,2465.57,85707.46
21791,38.00,393,2380.35,-7244.91
21803,215.00,420,2293.58,-7370.64
21814,157.00,442,1867.89,-36142.70
21826,150.00,465,1955.62,7459.12
21838,117.00,489,2040.47,7214.19
21850,78.00,513,2042.03,132.95
21861,289.00,536,1958.45,-7117.25
21876,254.00,565,1939.80,-1247.33
21888,0.00,588,1935.05,-399.60
21900,13.00,610,1854.19,-6814.72
21912,325.00,630,1682.65,-14432.20
21924,129.00,652,1847.50,13843.27
21936,81.00,672,1684.49,-13728.90
21948,169.00,693,1761.74,6480.77
21960,254.00,714,1767.23,461.63
21971,132.00,735,1766.78,-37.53
21983,36.00,756,1767.68,75.11
21995,321.00,781,2100.49,27962.57
22009,121.00,809,2012.80,-6303.77
22021,242.00,833,2016.30,294.28
22033,2.00,862,2433.29,34988.74
22045,115.00,18,-70550.87,-6100824.15
22061,188.00,180,10341.53,5163893.45
22073,3.00,190,835.21,-793979.21
22084,100.00,214,2018.33,99497.15
22096,260.00,240,2179.75,13532.19
22108,138.00,267,2264.15,7078.06
22120,185.00,296,2434.72,14320.65
22132,34.00,323,2270.82,-13785.40
22144,236.00,347,2010.72,-21790.55
22156,10.00,374,2267.76,21589.14
22168,157.00,1,-31320.85,-2820439.49
22180,81.00,1,0.00,2620991.61
22192,200.00,3,168.08,14125.67
22204,0.00,2,-83.84,-21119.86
22215,112.00,2,0.00,7026.77
22227,232.00,9,588.14,49414.93
22243,106.00,40,2053.39,97055.82
22254,164.00,66,2192.06,11691.25
22266,194.00,91,2102.25,-7551.66
22278,7.00,118,2274.45,14505.66
22290,231.00,147,2439.64,13896.66
22302,1.00,177,2518.05,6581.00
22314,118.00,206,2439.85,-6579.24
22326,198.00,234,2350.57,-7494.49
22338,141.00,263,2437.79,7332.16
22350,179.00,290,2271.39,-13998.93
22361,36.00,316,2183.22,-7403.32
22375,192.00,351,2490.75,21884.85
22387,45.00,383,2681.86,16017.03
22399,247.00,411,2353.14,-27626.27
22411,5.00,3,-34291.48,-3079897.17
22426,97.00,0,-198.56,2256464.39
22438,155.00,0,0.00,16741.75
22450,262.00,0,0.00,0.00
22462,1.00,0,0.00,0.00
22473,58.00,1,84.88,7205.03
22485,265.00,3,167.94,6974.37
22497,89.00,4,83.83,-7050.96
22509,160.00,2,-167.64,-21079.12
22521,13.00,21,1587.83,146705.40
22533,250.00,1,-1683.64,-275399.92
22545,1.00,2,84.05,148583.53
22557,77.00,2,0.00,-7080.09
22569,296.00,2,0.00,0.00
22581,74.00,0,-169.26,-14324.82
22592,97.00,24,2017.15,183762.63
22604,185.00,49,2103.67,7280.63
22619,143.00,75,1726.54,-25043.27
22631,245.00,97,1851.54,10519.94
22643,126.00,117,1685.20,-14015.52
22655,45.00,137,1683.79,-119.44
22667,307.00,157,1681.24,-214.17
22679,49.00,178,1767.23,7236.65
22691,53.00,199,1766.04,-99.99
22703,274.00,221,1848.43,6922.14
22714,204.00,246,2100.13,21144.62
22726,131.00,270,2016.98,-6988.67
22740,157.00,300,2143.16,9014.65
22752,147.00,329,2438.61,24844.51
22764,40.00,28,-25112.63,-2298618.86
22776,41.00,117,7311.26,2663591.06
22789,138.00,185,5570.57,-142597.56
22804,52.00,221,2382.84,-210996.21
22816,239.00,246,2098.02,-23902.66
22828,2.00,273,2268.53,14325.90
22839,115.00,303,2517.62,20904.42
22851,166.00,10,-24535.25,-2265355.64
22863,188.00,1,-752.82,1989329.20
22875,204.00,6,419.74,98435.85
22887,94.00,1,-419.36,-70376.78
22899,274.00,1,0.00,35098.56
22911,119.00,0,-84.15,-7081.87
22923,195.00,3,250.75,27992.82
22935,84.00,3,0.00,-20904.73
22947,246.00,16,1089.78,91355.62
22959,138.00,13,-251.13,-112247.72
22971,197.00,8,-419.60,-14138.45
22986,188.00,9,66.60,32383.67
22998,138.00,32,1961.96,161677.95
23009,65.00,55,1958.61,-284.55
23021,65.00,61,513.65,-123701.65
23033,147.00,61,0.00,-44022.51
23044,102.00,65,344.15,29608.98
23056,248.00,95,2541.08,186086.36
23068,0.00,124,2462.43,-6678.61
23080,19.00,153,2461.80,-53.23
23091,180.00,179,2212.95,-21180.13
23105,260.00,210,2232.46,1405.02
23117,1.00,237,2296.11,5412.81
23129,78.00,269,2704.07,34473.50
23141,224.00,301,2711.63,640.76
23152,194.00,330,2460.55,-21303.94
23167,142.00,363,2231.39,-15495.18
23179,266.00,1,-30672.77,-2788015.21
23191,3.00,8,593.87,2652637.82
23203,70.00,11,254.47,-28789.56
23214,264.00,1,-846.96,-93286.16
23226,2.00,6,421.91,107067.80
23238,28.00,2,-339.82,-64711.88
23250,230.00,0,-169.38,14434.41
23262,167.00,3,254.41,35938.47
23273,97.00,2,-84.74,-28738.95
23285,186.00,1,-84.74,0.00
23297,104.00,2,85.19,14477.08
23309,344.00,22,1701.55,137515.32
23320,19.00,46,2038.39,28608.91
23332,24.00,67,1786.78,-21408.31
23344,261.00,87,1702.42,-7180.83
23359,223.00,114,1805.17,6870.19
23371,118.00,133,1599.33,-17327.29
23383,69.00,154,1766.64,14074.97
23395,289.00,175,1769.46,238.31
23406,0.00,196,1767.53,-162.96
23418,44.00,218,1851.85,7097.97
23430,321.00,243,2098.55,20708.13
23442,179.00,267,2015.96,-6937.26
23454,145.00,291,2012.41,-297.65
23466,4.00,319,2348.40,28180.19
23480,163.00,21,-21311.59,-1692054.27
23492,58.00,72,4251.77,2131168.34
23504,102.00,177,8467.06,339915.13
23516,129.00,210,2757.35,-477081.06
23528,181.00,237,2263.20,-41420.87
23543,218.00,270,2187.31,-5030.05
23555,2.00,300,2512.14,27200.51
23567,117.00,328,2354.13,-13285.18
23579,144.00,3,-27219.43,-2476847.46
23591,161.00,3,0.00,2279493.38
23603,213.00,2,-83.94,-7046.24
23615,99.00,1,-83.84,8.26
23627,274.00,1,0.00,7039.75
23639,88.00,0,-84.06,-7066.40
23651,209.00,2,165.88,20729.92
23663,90.00,11,755.41,49482.55
23675,253.00,13,168.11,-49365.74
23686,58.00,5,-673.06,-70769.84
23698,164.00,3,-168.10,42441.19
23710,95.00,1,-168.51,-34.60
23725,196.00,1,0.00,11252.50
23737,83.00,0,-84.80,-7190.37
23749,170.00,25,2096.79,182972.72
23761,20.00,19,-502.98,-217936.43
23773,220.00,14,-420.17,6958.64
23785,0.00,33,1601.89,170479.44
23797,98.00,63,2520.37,77164.12
23808,273.00,89,2188.55,-27931.05
23820,92.00,115,2182.49,-508.90
23832,169.00,143,2353.73,14394.98
23846,85.00,180,2636.83,20175.15
23858,175.00,211,2595.23,-3482.79
23870,7.00,240,2435.54,-13411.10
23882,231.00,268,2352.55,-6973.31
23894,3.00,295,2265.29,-7320.67
23906,128.00,320,2097.14,-14105.46
23916,195.00,343,2348.62,25679.25
23928,62.00,371,2352.74,346.79
23939,270.00,8,-30447.91,-2751271.17
23951,102.00,3,-419.36,2518540.12
23963,140.00,3,0.00,35257.91
23975,109.00,1,-168.41,-14180.44
23987,227.00,1,0.00,14136.39
23999,159.00,4,252.89,21317.30
24011,13.00,10,505.65,21301.13
24023,288.00,22,1009.85,42430.33
24035,47.00,47,2104.02,92086.93
24046,64.00,68,1770.81,-28098.15
24058,330.00,88,1685.77,-7167.47
24070,145.00,109,1768.57,6973.04
24082,90.00,128,1602.02,-14042.70
24097,94.00,155,1791.16,12547.43
24109,112.00,176,1766.04,-2112.69
24121,266.00,196,1682.37,-7038.42
24133,144.00,218,1852.48,14323.58
24145,34.00,242,2015.11,13655.56
24157,313.00,266,2017.48,199.35
24168,101.00,290,2017.82,28.52
24180,134.00,318,2350.37,27914.83
24192,15.00,8,-25904.57,-2361071.65
24207,227.00,183,12001.92,2599718.21
24219,17.00,193,832.78,-930141.75
24231,144.00,217,2015.28,99295.02
24243,115.00,246,2435.75,35315.31
24255,196.00,273,2265.67,-14271.70
24270,246.00,310,2440.47,11529.67
24282,23.00,338,2350.18,-7578.98
24294,163.00,3,-28068.71,-2548712.34
24306,56.00,2,-83.89,2347719.20
24318,201.00,1,-83.83,5.31
24329,2.00,2,84.05,14111.47
24341,91.00,2,0.00,-7075.92
24353,283.00,1,-84.01,-7056.90
24365,142.00,7,501.30,48901.36
24377,193.00,12,419.71,-6848.44
24389,48.00,17,419.67,-2.96
24401,250.00,7,-837.59,-105307.43
24413,85.00,0,-585.68,21077.23
24425,182.00,4,335.29,77197.42
24437,25.00,1,-251.49,-49189.13
24449,240.00,2,83.65,28035.97
24464,277.00,35,2195.32,140477.82
24476,2.00,63,2372.68,15029.54
24487,51.00,91,2378.12,462.12
24499,190.00,119,2380.14,171.84
24511,185.00,146,2292.41,-7448.91
24523,80.00,174,2369.27,6503.44
24534,145.00,205,2624.45,21603.67
24546,166.00,234,2459.92,-13956.18
24558,218.00,262,2377.31,-7013.64
24572,24.00,291,2090.24,-20691.43
24584,166.00,1,-24689.26,-2279882.23
24595,170.00,6,423.80,2128585.91
24607,232.00,28,1873.30,123424.42
24619,1.00,31,256.87,-138404.46
24631,62.00,0,-2655.25,-249431.91
24654,170.00,29,1224.04,163738.31
24666,89.00,55,2209.19,83707.35
24678,133.00,78,1956.28,-21511.63
24690,104.00,102,2038.74,7004.30
24701,276.00,126,2043.42,399.04
24713,177.00,13,-9628.49,-994539.56
24725,57.00,36,1955.28,984763.84
24737,221.00,60,2036.83,6920.92
24748,117.00,82,1870.91,-14110.50
24760,317.00,104,1870.27,-54.08
24772,50.00,125,1786.02,-7165.60
24784,5.00,146,1786.63,51.71
24795,277.00,165,1621.16,-14118.21
24807,96.00,186,1786.93,14105.64
24819,306.00,207,1790.59,311.80
24834,319.00,232,1671.46,-7964.73
24846,121.00,254,1851.23,15127.09
24858,83.00,277,1934.40,6994.96
24869,170.00,301,2019.35,7147.96
24881,227.00,326,2099.96,6770.76
24893,164.00,353,2268.72,14180.23
24905,51.00,381,2351.36,6940.17
24917,118.00,61,-26534.00,-2395137.41
24932,89.00,176,7933.22,2377705.55
24944,131.00,208,2682.31,-440143.29
24956,23.00,233,2100.13,-48906.17
24967,180.00,258,2097.84,-192.25
24979,1.00,282,2018.16,-6700.30
24991,104.00,310,2350.18,27867.45
25003,175.00,338,2351.36,99.44
25018,87.00,370,2121.03,-15266.72
25030,144.00,0,-31076.77,-2788325.16
25042,2.00,3,251.28,2624009.16
25054,71.00,5,168.12,-6990.05
25066,222.00,20,1258.71,91514.84
25078,94.00,51,2600.45,112553.22
25090,150.00,79,2351.76,-20888.42
25102,8.00,107,2350.57,-99.44
25114,198.00,133,2183.77,-14009.57
25125,1.00,160,2267.00,6988.21
25137,109.00,187,2268.34,112.00
25149,124.00,217,2515.72,20745.29
25161,151.00,247,2512.77,-247.09
25173,163.00,274,2269.48,-20449.99
25185,65.00,300,2183.41,-7228.22
25200,82.00,333,2190.65,481.09
25212,212.00,360,2272.54,6891.91
25224,64.00,386,2185.98,-7277.61
25236,139.00,416,2519.10,27972.72
25248,24.00,448,2684.34,13860.86
25260,170.00,478,2521.01,-13725.22
25271,1.00,505,2272.54,-20913.43
25283,68.00,530,2103.67,-14209.62
25297,1.00,560,2130.23,1885.90
25309,64.00,579,1604.87,-44375.59
25321,171.00,579,0.00,-136201.75
25333,146.00,579,0.00,0.00
25345,111.00,580,85.40,7293.91
25356,129.00,609,2441.08,198288.98
25368,142.00,637,2359.09,-6907.97
25383,150.00,671,2253.60,-6992.17
25395,24.00,695,2020.71,-19607.94
25407,217.00,719,2017.99,-228.58
25419,15.00,743,2022.93,415.77
25431,87.00,768,2103.49,6778.74
25443,286.00,790,1854.35,-20999.87
25455,160.00,814,2018.84,13836.91
25467,110.00,838,2020.54,143.09
25478,164.00,860,1857.48,-13767.44
25490,242.00,880,1685.06,-14526.81
25502,125.00,902,1851.07,13968.10
25514,74.00,922,1686.48,-13878.91
25526,309.00,943,1765.15,6612.43
25538,1.00,964,1768.87,313.09
25550,25.00,983,1602.29,-14047.40
25565,46.00,1012,1924.23,21360.99
25577,249.00,1036,2013.93,7527.43
25588,192.00,1060,2018.33,370.32
25600,138.00,1085,2100.13,6871.74
25612,35.00,1112,2270.62,14337.77
25624,264.00,1143,2596.53,27297.72
25636,245.00,119,-83503.22,-7021100.34
25649,215.00,180,5008.62,7267578.82
25663,12.00,208,1978.10,-214095.50
25675,248.00,235,2265.86,24149.16
25687,18.00,260,2101.37,-13826.25
25699,133.00,286,2181.57,6729.65
25710,145.00,313,2269.67,7405.55
25722,187.00,340,2258.28,-952.67
25734,0.00,368,2350.37,7730.48
25749,1.00,401,2186.30,-10870.17
25761,134.00,429,2348.99,13648.83
25773,162.00,451,1849.98,-41961.83
25785,156.00,479,2347.02,41663.13
25797,207.00,508,2432.48,7167.71
25809,84.00,536,2348.99,-7003.73
25821,269.00,23,-43062.20,-3811902.48
25833,101.00,49,2180.11,3793586.42
25845,179.00,74,2099.96,-6732.69
25857,28.00,100,2185.79,7216.00
25869,211.00,130,2521.01,28169.42
25880,3.00,162,2680.29,13341.41
25892,128.00,191,2435.95,-20524.17
25904,142.00,219,2343.88,-7707.22
25919,213.00,252,2206.92,-9159.75
25931,14.00,278,2207.69,66.06
25943,87.00,305,2296.70,7571.16
25955,225.00,334,2457.63,13637.93
25966,205.00,366,2716.01,21930.09
25978,34.00,398,2705.67,-873.76
25990,186.00,423,2123.32,-49460.75
26002,170.00,447,2038.74,-7185.41
26014,191.00,470,1958.45,-6836.61
26027,20.00,0,-34045.64,-2608046.54
26039,90.00,0,0.00,2912123.48
26051,55.00,0,0.00,0.00
26062,170.00,24,2056.91,176286.23
26074,169.00,52,2376.51,27126.02
26086,196.00,80,2377.72,102.82
26098,100.00,6,-6260.05,-730713.40
26112,184.00,6,0.00,423176.21
26124,69.00,10,340.57,28997.06
26136,192.00,33,1953.95,137064.33
26148,120.00,58,2119.18,14005.95
26160,287.00,4,-4590.67,-570419.83
26171,80.00,30,2204.88,576284.80
26183,37.00,54,2041.68,-13883.48
26195,282.00,75,1786.02,-21744.03
26207,119.00,96,1788.15,181.29
26218,204.00,117,1788.15,0.00
26230,78.00,136,1627.27,-13778.48
26242,17.00,157,1785.87,13487.25
26254,265.00,177,1706.34,-6785.01
26265,105.00,197,1701.84,-383.00
26277,233.00,220,1954.95,21514.08
26292,341.00,250,2005.75,3396.32
26304,168.00,274,2016.98,943.47
26316,126.00,299,2102.61,7201.94
26328,35.00,326,2265.29,13649.09
26340,258.00,355,2433.91,14151.58
26352,17.00,39,-26443.51,-2416520.63
26364,75.00,169,10533.14,2996001.74
26376,3.00,208,3223.41,-604160.01
26388,65.00,228,1682.65,-129627.72
26402,172.00,258,2155.02,33931.88
26414,21.00,283,2100.66,-4567.16
26426,246.00,314,2601.33,42012.42
26438,2.00,3,-26053.45,-2400500.39
26450,159.00,8,418.90,2217857.58
26461,101.00,24,1345.56,77929.08
26471,79.00,9,-1528.12,-292753.95
26483,205.00,29,1681.94,269957.25
26495,61.00,56,2268.53,49284.32
26507,135.00,85,2438.00,14247.40
26519,19.00,116,2600.45,13627.53
26531,167.00,144,2350.57,-20977.34
26543,2.00,170,2183.96,-13995.34
26555,96.00,196,2185.42,123.44
26566,193.00,223,2268.34,6965.54
26578,82.00,249,2187.63,-6790.43
26590,149.00,278,2433.29,20612.75
26602,7.00,308,2521.01,7370.94
26614,181.00,334,2183.41,-28350.88
26626,4.00,337,253.89,-163296.64
26638,20.00,337,0.00,-21503.60
26647,70.00,337,0.00,0.00
26659,196.00,357,1695.06,143661.23
26671,2.00,384,2273.68,48726.34
26683,99.00,412,2357.50,7056.79
26695,196.00,439,2274.83,-6964.71
26707,115.00,469,2517.83,20394.55
26719,141.00,502,2768.46,21025.31
26731,22.00,533,2604.39,-13784.00
26742,184.00,559,2188.92,-34977.67
26754,1.00,585,2182.67,-524.49
26768,166.00,617,2288.66,7580.03
26780,2.00,644,2270.62,-1516.44
26792,71.00,672,2352.94,6917.34
26804,219.00,701,2437.38,7097.26
26816,92.00,728,2269.48,-14113.20
26831,124.00,759,2056.93,-14103.19
26843,118.00,782,1934.89,-10266.99
26855,46.00,807,2102.78,14122.07
26867,206.00,831,2023.44,-6689.65
26878,2.00,854,1938.15,-7187.19
26890,28.00,878,2016.13,6550.84
26902,254.00,903,2102.78,7288.67
26914,95.00,924,1765.89,-28329.22
26926,70.00,945,1767.97,175.23
26938,170.00,966,1771.26,276.71
26950,158.00,985,1603.10,-14187.49
