Time (ms), Position (count), Velocity (count/s), Acceleration (count/s^2)
60286, 3470, 10000.00, -31250.00
60288, 3495, 10125.00, -62500.00
60290, 3521, 10125.00, -31250.00
60292, 3555, 10250.00, -15625.00
60294, 3581, 10625.00, 31250.00
60296, 3606, 10750.00, 62500.12
60298, 3639, 10625.00, 78125.12
60300, 3663, 10500.00, 46875.12
60302, 3684, 10250.00, -15625.00
60304, 3718, 9750.00, -62500.00
60306, 3745, 9875.00, -109374.99
60308, 3767, 10250.00, -78124.99
60310, 3800, 10375.00, 0.00
60312, 3835, 10250.00, 78124.99
60314, 3862, 11250.00, 46875.00
60316, 3882, 11875.00, 124999.99
60318, 3917, 10250.00, 187500.00
60320, 3939, 10250.00, 0.02
60322, 3961, 9625.00, -124999.98
60324, 3995, 9875.00, -281250.00
60326, 4020, 9750.00, -46875.00
60328, 4041, 10125.00, -62500.00
60330, 4074, 10000.00, 62500.00
60332, 6, 9875.00, 15625.00
60334, 26, 10250.00, 15625.00
60336, 58, 10125.00, 15625.00
60338, 86, 10000.00, 15625.00
60340, 105, 10000.00, 15625.00
60342, 136, 9875.00, -31250.00
60344, 166, 9750.00, -31250.00
60346, 186, 10000.00, -31250.00
60348, 216, 10125.00, 0.00
60350, 248, 10000.00, 31250.00
60352, 269, 10250.00, 31250.00
60354, 296, 10375.00, 31250.00
60356, 328, 10000.00, 31249.88
60358, 350, 10000.00, -0.12
60360, 377, 10125.00, -31250.12
60362, 408, 10125.00, -31250.00
60364, 431, 10000.00, 15625.00
60366, 460, 10125.00, 0.00
60368, 492, 10375.00, 0.00
60370, 518, 10500.00, 31250.00
60372, 544, 10875.00, 62500.00
60374, 574, 10500.00, 93749.99
60376, 599, 10250.00, 15625.00
60378, 623, 10125.00, -31250.00
60380, 655, 9875.00, -93749.99
60382, 682, 10125.00, -78124.99
60384, 708, 10375.00, -15625.00
60386, 740, 10625.00, 31250.00
60388, 772, 10625.00, 93749.99
60390, 797, 11250.00, 62500.00
60392, 824, 11125.00, 109375.00
60394, 850, 10500.00, 62500.00
60396, 875, 9750.00, -15625.00
60398, 904, 9750.00, -187500.00
60400, 932, 10000.00, -171875.00
60402, 957, 10250.00, -62499.99
60404, 987, 10250.00, 62500.00
60406, 1018, 10375.00, 62500.00
60408, 1043, 10750.00, 46875.00
60410, 1071, 10750.00, 62500.00
60412, 1100, 10500.00, 62500.00
60414, 1122, 10250.00, 15625.00
60416, 1151, 9875.00, -62500.00
60418, 1180, 10000.00, -109374.99
60420, 1204, 10000.00, -62499.99
60422, 1233, 10250.00, -31250.00
60424, 1265, 10250.00, 46875.00
60426, 1290, 10625.00, 31250.00
60428, 1320, 10750.00, 78124.99
60430, 1351, 10875.00, 62500.00
60432, 1374, 10750.00, 78124.99
60434, 1403, 10500.00, 15625.00
60436, 1434, 10375.00, -31250.00
60438, 1455, 10375.00, -62500.00
60440, 1486, 10125.00, -46875.00
60442, 1519, 10375.00, -46875.00
60444, 1540, 10625.00, 0.00
60446, 1573, 10625.00, 31250.12
60448, 1602, 10875.00, 62500.12
60450, 1625, 10375.00, 62500.12
60452, 1656, 10625.00, -31250.00
60454, 1686, 10375.00, 0.00
60456, 1710, 10500.00, -62500.12
60458, 1740, 10625.00, 15624.88
60460, 1774, 10500.00, -0.12
60462, 1802, 11000.00, 15625.00
60464, 1828, 11500.00, 62500.12
60466, 1858, 11000.00, 109375.11
60468, 1879, 10500.00, 62500.11
60470, 1909, 9625.00, -62500.12
60472, 1935, 10125.00, -234375.09
60474, 1959, 9625.00, -109375.11
60476, 1991, 10000.00, -109374.99
60478, 2019, 10250.00, 46875.00
60480, 2044, 10500.00, 15625.00
60482, 2075, 10625.00, 109374.99
60484, 2103, 10500.00, 78124.99
60486, 2128, 10500.00, 31250.00
60488, 2155, 10500.00, 0.00
60490, 2184, 10000.00, -15625.00
60492, 2209, 10125.00, -62500.00
60494, 2236, 10125.00, -46875.00
60496, 2267, 10125.00, -46875.00
60498, 2294, 10375.00, 15625.00
60500, 2321, 10625.00, 31250.00
60502, 2351, 10625.00, 62500.00
60504, 2377, 10500.00, 62500.00
60506, 2403, 10375.00, 15625.00
60508, 2432, 10250.00, -31250.00
60510, 2460, 10125.00, -46875.00
60512, 2486, 10375.00, -46875.00
60514, 2517, 10375.00, 0.00
60516, 2547, 10625.00, 15625.00
60518, 2572, 10875.00, 62500.00
60520, 2602, 10750.00, 62500.00
60522, 2631, 10625.00, 46875.00
60524, 2655, 10500.00, 0.00
60526, 2684, 10375.00, -46875.00
60528, 2712, 10250.00, -46875.00
60530, 2737, 10125.00, -46875.00
60532, 2769, 10250.00, -46875.00
60534, 2801, 10625.00, -15625.00
60536, 2828, 11125.00, 46875.00
60538, 2856, 11375.00, 124999.99
60540, 2887, 10875.00, 140624.98
60542, 2911, 10750.00, 31250.00
60544, 2935, 10375.00, -46875.00
60546, 2967, 9875.00, -124999.98
60548, 2992, 10000.00, -124999.99
60550, 3016, 10125.00, -93749.99
60552, 3050, 10125.00, -31250.00
60554, 3080, 10375.00, 31250.00
60556, 3101, 11000.00, 46875.12
60558, 3133, 10625.00, 109375.13
60560, 3161, 10375.00, 62500.13
60562, 3181, 10125.00, -0.12
60564, 3215, 10000.00, -109375.12
60566, 3241, 10250.00, -78124.99
60568, 3262, 10000.00, -15624.88
60570, 3297, 10125.00, -15624.88
60572, 3325, 10250.00, 15625.00
60574, 3345, 10500.00, 0.00
60576, 3380, 10375.00, 62500.00
60578, 3408, 10375.00, 31250.00
60580, 3427, 10375.00, 15625.00
60582, 3460, 10250.00, -15625.00
60584, 3490, 10000.00, -15625.00
60586, 3510, 10250.00, -46875.00
60588, 3543, 10375.00, -15625.00
60590, 3576, 10375.00, 15625.00
60592, 3598, 10750.00, 46875.00
60594, 3626, 11000.00, 62500.00
60596, 3658, 10375.00, 78124.99
60598, 3680, 10250.00, -0.01
60600, 3705, 10250.00, -62500.12
60602, 3739, 9875.00, -93750.13
60604, 3763, 10125.00, -62500.12
60606, 3788, 10375.00, -15624.87
60608, 3825, 10375.00, 15625.12
60610, 3853, 10750.00, 62500.12
60612, 3874, 11250.00, 78124.99
60614, 3909, 10750.00, 109374.99
60616, 3933, 10500.00, 46875.00
60618, 3953, 10000.00, -31250.00
60620, 3987, 9875.00, -156249.98
60622, 4011, 9750.00, -109374.99
60624, 4033, 9750.00, -93749.99
60626, 4068, 10000.00, -31250.00
60628, 4094, 10125.00, 15625.00
60630, 20, 10375.00, 46875.00
60632, 54, 10375.00, 78124.99
60634, 79, 10250.00, 46875.00
60636, 99, 10125.00, 15625.00
60638, 133, 9875.00, -31250.00
60640, 160, 9875.00, -62500.00
60642, 180, 10125.00, -46875.00
60644, 216, 10125.00, 0.00
60646, 244, 10375.00, 31250.00
60648, 265, 10500.00, 62500.00
60650, 299, 10625.00, 46875.00
60652, 328, 10375.00, 62500.00
60654, 347, 10500.00, 0.00
60656, 381, 10250.00, 0.00
60658, 409, 10250.00, -46875.00
60660, 430, 10125.00, -15625.00
60662, 464, 10375.00, -46875.00
60664, 494, 10375.00, 15625.00
60666, 515, 10625.00, 15625.00
60668, 547, 10625.00, 62500.00
60670, 577, 10375.00, 31250.00
60672, 597, 10375.00, -0.12
60674, 628, 10250.00, -31250.12
60676, 658, 10125.00, -46875.00
60678, 679, 10125.00, -31249.88
60680, 710, 10250.00, -31249.88
60682, 744, 10250.00, -0.12
60684, 770, 10750.00, 15624.88
60686, 797, 11375.00, 78124.99
60688, 827, 10875.00, 140625.13
60690, 849, 10375.00, 78125.13
60692, 874, 9875.00, -46875.11
60694, 907, 9625.00, -187500.11
60696, 929, 10000.00, -156250.11
60698, 955, 10000.00, -46874.87
60700, 990, 10125.00, 15625.12
60702, 1016, 10375.00, 62500.12
60704, 1039, 10875.00, 46875.00
60706, 1074, 10500.00, 109374.99
60708, 1099, 10500.00, 46875.00
60710, 1119, 10375.00, 15625.00
60712, 1154, 10000.00, -62500.00
60714, 1181, 10000.00, -62500.00
60716, 1201, 10250.00, -62500.00
60718, 1236, 10250.00, -15625.00
60720, 1264, 10250.00, 31250.00
60722, 1286, 10375.00, 31250.00
60724, 1321, 10625.00, 15625.00
60726, 1348, 10625.00, 46875.00
60728, 1369, 10500.00, 46875.00
60730, 1402, 10375.00, 15625.00
60732, 1427, 10125.00, -31250.00
60734, 1450, 9875.00, -62500.00
60736, 1483, 10125.00, -78124.99
60738, 1509, 10125.00, -31250.00
60740, 1536, 10250.00, 0.00
60742, 1566, 10750.00, 46875.00
60744, 1596, 10375.00, 78124.99
60746, 1620, 10875.00, 31249.87
60748, 1651, 10500.00, 78124.88
60750, 1679, 10625.00, -31250.12
60752, 1703, 10375.00, 31250.00
60754, 1734, 10375.00, -62499.99
60756, 1764, 10375.00, -15625.00
60758, 1792, 10625.00, -31250.00
60760, 1824, 11125.00, 31250.00
60762, 1850, 11250.00, 93749.99
60764, 1875, 10750.00, 109374.99
60766, 1903, 10375.00, 15625.00
60768, 1930, 9875.00, -93749.99
60770, 1955, 10000.00, -171874.98
60772, 1984, 10000.00, -93749.99
60774, 2014, 10125.00, -46875.00
60776, 2040, 10500.00, 31250.00
60778, 2069, 10625.00, 62500.00
60780, 2098, 10625.00, 78124.99
60782, 2124, 10500.00, 62500.00
60784, 2151, 10500.00, 0.00
60786, 2179, 10250.00, -15625.00
60788, 2206, 10125.00, -46875.00
60790, 2232, 10250.00, -46875.00
60792, 2263, 10125.00, -31250.00
60794, 2291, 10500.00, -15625.00
60796, 2318, 10625.00, 46875.00
60798, 2347, 10750.00, 46875.00
60800, 2376, 10500.00, 78124.99
60802, 2400, 10625.00, 0.00
60804, 2430, 10250.00, 0.00
60806, 2456, 10375.00, -62500.00
60808, 2483, 10000.00, -15625.00
60810, 2514, 10375.00, -78124.99
60812, 2544, 10500.00, 15625.00
60814, 2571, 11000.00, 15625.00
60816, 2600, 11000.00, 124999.99
60818, 2629, 10750.00, 78124.99
60820, 2654, 10625.00, 31250.00
60822, 2682, 10375.00, -46875.00
60824, 2711, 10250.00, -78124.99
60826, 2737, 10250.00, -62500.00
60828, 2767, 10375.00, -46875.00
60830, 2800, 10625.00, 0.00
60832, 2828, 11125.00, 46875.00
60834, 2854, 11375.00, 109375.11
60836, 2887, 10875.00, 125000.12
60838, 2911, 10875.00, 31250.12
60840, 2934, 10375.00, -31250.00
60842, 2966, 10000.00, -124999.99
60844, 2990, 9875.00, -109374.99
60846, 3014, 9875.00, -125000.11
60848, 3049, 10000.00, -62500.12
60850, 3074, 10375.00, -0.12
60852, 3098, 10500.00, 62500.12
60854, 3132, 10500.00, 78125.12
60856, 3156, 10375.00, 62500.12
60858, 3179, 10250.00, 0.00
60860, 3212, 10125.00, -31250.00
60862, 3237, 10000.00, -46875.00
60864, 3260, 10125.00, -46875.00
60866, 3295, 10125.00, -15625.00
60868, 3321, 10375.00, 0.00
60870, 3344, 10500.00, 46875.00
60872, 3376, 10500.00, 46875.00
60874, 3402, 10125.00, 46875.00
60876, 3425, 10125.00, -31250.12
60878, 3457, 10125.00, -46875.12
60880, 3484, 10125.00, -46875.12
60882, 3509, 10250.00, -0.00
60884, 3540, 10500.00, 15625.00
60886, 3570, 10375.00, 46875.00
60888, 3594, 10750.00, 31250.00
60890, 3625, 10625.00, 62500.00
60892, 3654, 10625.00, 15625.00
60894, 3676, 10500.00, 31250.00
60896, 3705, 10250.00, -31250.00
60898, 3734, 10000.00, -46875.00
60900, 3758, 10000.00, -78124.99
60902, 3789, 10250.00, -62500.00
60904, 3821, 10500.00, 0.00
60906, 3848, 10875.00, 62500.00
60908, 3875, 11250.00, 109374.99
60910, 3906, 10750.00, 124999.98
60912, 3927, 10625.00, 31250.00
60914, 3955, 9875.00, -31250.00
60916, 3985, 10000.00, -171874.98
60918, 4010, 9875.00, -93749.99
60920, 4036, 10375.00, -93749.99
60922, 4068, 10125.00, 62500.00
60924, 4094, 10375.00, 15625.00
60926, 24, 10500.00, 62500.00
60928, 54, 10500.00, 15625.00
60930, 79, 10250.00, 46875.00
60932, 104, 10125.00, -15625.00
60934, 134, 10000.00, -46875.00
60936, 158, 10000.00, -62500.00
60938, 184, 9875.00, -31250.00
60940, 214, 10000.00, -31250.00
60942, 241, 10000.00, 0.00
60944, 267, 10375.00, 0.00
60946, 298, 10375.00, 62500.00
60948, 323, 10500.00, 46875.00
60950, 348, 10250.00, 62500.00
60952, 376, 10125.00, -15625.00
60954, 403, 9750.00, -31250.00
60956, 428, 10000.00, -93749.99
60958, 457, 10000.00, -31250.00
60960, 485, 10125.00, -15625.00
60962, 511, 10250.00, 46875.00
60964, 540, 10375.00, 31250.00
60966, 568, 10375.00, 46875.00
60968, 592, 10375.00, 31250.00
60970, 618, 10125.00, 15625.00
60972, 648, 9750.00, -31250.00
60974, 672, 10000.00, -78124.99
60976, 701, 10000.00, -46874.99
60978, 733, 10375.00, -15625.00
60980, 760, 10625.00, 78124.99
60982, 788, 11000.00, 78124.99
60984, 818, 10875.00, 124999.98
60986, 841, 10625.00, 62499.99
60988, 866, 10125.00, -0.00
60990, 897, 9750.00, -109374.99
60992, 922, 9875.00, -140624.98
60994, 946, 10125.00, -93749.99
60996, 979, 10000.00, 0.00
60998, 1008, 10250.00, 31250.00
61000, 1030, 10750.00, 46875.12
61002, 1061, 10500.00, 78125.12
61004, 1091, 10250.00, 62500.12
61006, 1109, 10375.00, -0.12
61008, 1137, 9875.00, -46875.12
61010, 1170, 9500.00, -78125.00
61012, 1192, 9875.00, -93749.88
61014, 1218, 10375.00, -62499.88
61016, 1252, 10125.00, 62500.00
61018, 1276, 10250.00, 78124.99
61020, 1301, 10500.00, 46875.00
61022, 1335, 10375.00, 15625.00
61024, 1359, 10375.00, 31250.00
61026, 1382, 10375.00, 15625.00
61028, 1415, 10125.00, -15625.00
61030, 1440, 10000.00, -31250.00
61032, 1461, 10125.00, -46875.00
61034, 1496, 9875.00, -31250.00
61036, 1524, 10125.00, -31250.00
61038, 1547, 10500.00, 15625.00
61040, 1580, 10750.00, 46875.00
61042, 1609, 10500.00, 109374.99
61044, 1632, 10625.00, 46874.99
61046, 1662, 10625.00, 15625.00
61048, 1693, 10250.00, -15625.00
61050, 1718, 10500.00, -31250.12
61052, 1746, 10750.00, -15625.12
61054, 1778, 10500.00, 15624.87
61056, 1805, 10625.00, 31250.00
61058, 1834, 10875.00, 15625.00
61060, 1864, 11000.00, 15625.00
61062, 1885, 10750.00, 62500.00
61064, 1915, 10000.00, 15625.00
61066, 1944, 10125.00, -109374.99
61068, 1966, 10000.00, -109374.99
61070, 1998, 10125.00, -93749.99
61072, 2032, 10375.00, 15625.00
61074, 2056, 11000.00, 31250.00
61076, 2083, 11250.00, 125000.11
61078, 2115, 10625.00, 140625.11
61080, 2137, 10375.00, 31250.12
61082, 2164, 10125.00, -78125.13
61084, 2197, 10125.00, -140625.13
61086, 2221, 10250.00, -62500.12
61088, 2246, 10500.00, -15624.88
61090, 2280, 10250.00, 46875.12
61092, 2305, 10375.00, 15625.12
61094, 2332, 10500.00, 15625.00
61096, 2365, 10750.00, 0.00
61098, 2389, 10625.00, 62500.00
61100, 2415, 10500.00, 31250.00
61102, 2446, 10375.00, 0.00
61104, 2471, 10125.00, -46875.00
61106, 2499, 10250.00, -62500.12
61108, 2533, 10500.00, -31250.12
61110, 2561, 10875.00, 15624.88
61112, 2588, 11250.00, 93750.12
61114, 2621, 11125.00, 125000.11
61116, 2647, 11000.00, 78125.12
61118, 2672, 10750.00, 15625.00
61120, 2701, 10500.00, -62500.00
61122, 2730, 10000.00, -78124.99
61124, 2753, 10375.00, -125000.11
61126, 2790, 10125.00, -46875.12
61128, 2822, 11125.00, -46875.12
61130, 2844, 11500.00, 140625.11
61132, 2873, 11375.00, 140625.11
61134, 2902, 10375.00, 156250.11
61136, 2924, 10000.00, -93750.13
61138, 2955, 10000.00, -187500.11
61140, 2984, 10250.00, -171875.11
61142, 3006, 10250.00, -15625.00
61144, 3039, 10250.00, 31250.00
61146, 3071, 10500.00, 31250.00
61148, 3094, 10875.00, 31250.12
61150, 3124, 11000.00, 78125.12
61152, 3153, 10625.00, 93750.12
61154, 3175, 10250.00, 15624.87
61156, 3205, 10125.00, -78125.12
61158, 3234, 10125.00, -109375.12
61160, 3255, 10125.00, -62500.00
61162, 3288, 10000.00, -15625.00
61164, 3317, 10375.00, -15625.00
61166, 3340, 10375.00, 31250.12
61168, 3371, 10625.00, 31250.12
61170, 3399, 10375.00, 78125.12
61172, 3422, 10250.00, -0.12
61174, 3452, 10250.00, -15625.12
61176, 3479, 10125.00, -46875.12
61178, 3504, 10000.00, -31250.00
61180, 3535, 10250.00, -31250.00
61182, 3565, 10375.00, 0.00
61184, 3589, 10750.00, 31250.00
61186, 3619, 10625.00, 93749.99
61188, 3647, 10500.00, 46875.00
61190, 3671, 10250.00, 15625.00
61192, 3698, 10250.00, -62500.00
61194, 3728, 9875.00, -46875.00
61196, 3751, 10125.00, -78124.99
61198, 3779, 10000.00, -15625.00
61200, 3811, 10125.00, -31250.00
61202, 3839, 10375.00, 31250.00
61204, 3867, 11000.00, 31250.00
61206, 3897, 11000.00, 125000.00
61208, 3919, 10750.00, 109375.00
61210, 3944, 10000.00, 46875.00
61212, 3974, 9625.00, -124999.99
61214, 3999, 9625.00, -171874.98
61216, 4025, 10000.00, -140624.98
61218, 4057, 10125.00, 0.00
61220, 4082, 10375.00, 62500.00
61222, 11, 10375.00, 93749.99
61224, 42, 10250.00, 46875.00
61226, 67, 10125.00, 15625.00
61228, 90, 10125.00, -31250.00
61230, 121, 9875.00, -31250.00
61232, 147, 9875.00, -46875.00
61234, 171, 10000.00, -31250.00
61236, 202, 10125.00, -15625.00
61238, 230, 10125.00, 31250.00
61240, 255, 10375.00, 31250.00
61242, 284, 10500.00, 46875.00
61244, 313, 10250.00, 46875.00
61246, 335, 10375.00, 15625.00
61248, 364, 10000.00, 0.00
61250, 393, 10000.00, -62500.00
61252, 415, 10000.00, -31250.00
61254, 443, 10000.00, -46875.00
61256, 475, 9875.00, 0.00
61258, 499, 10250.00, -15625.00
61260, 525, 10500.00, 31250.00
61262, 559, 10250.00, 62499.99
61264, 584, 10500.00, 46874.99
61266, 603, 10625.00, 31250.12
61268, 635, 9750.00, 15625.12
61270, 666, 9500.00, -62499.87
61272, 688, 10250.00, -124999.99
61274, 717, 10625.00, -46874.99
61276, 752, 10250.00, 109374.87
61278, 777, 10750.00, 93749.88
61280, 802, 11125.00, 62500.00
61282, 832, 10625.00, 62500.12
61284, 855, 10000.00, 46875.11
61286, 879, 9750.00, -93750.12
61288, 911, 9625.00, -171875.11
61290, 935, 9875.00, -125000.12
61292, 961, 10000.00, -15625.00
61294, 995, 10250.00, 31250.00
61296, 1022, 10500.00, 78124.99
61298, 1045, 10875.00, 78125.12
61300, 1076, 10500.00, 109375.11
61302, 1102, 10125.00, 31250.12
61304, 1125, 10000.00, -46875.12
61306, 1155, 10000.00, -109375.12
61308, 1183, 9875.00, -62500.12
61310, 1207, 10125.00, -31250.00
61312, 1238, 10250.00, 15625.00
61314, 1266, 10375.00, 31250.00
61316, 1290, 10375.00, 62500.00
61318, 1321, 10375.00, 31250.00
61320, 1350, 10375.00, 15625.00
61322, 1372, 10500.00, -0.00
61324, 1402, 10250.00, 15625.00
61326, 1430, 10125.00, -15625.00
61328, 1452, 10000.00, -31250.00
61330, 1486, 10000.00, -62500.00
61332, 1515, 10500.00, -31250.00
61334, 1539, 10625.00, 46875.12
61336, 1574, 10875.00, 78125.12
61338, 1602, 11000.00, 109375.12
61340, 1626, 10875.00, 62500.00
61342, 1658, 10875.00, 31250.00
61344, 1689, 10500.00, 0.00
61346, 1715, 10875.00, -62500.12
61348, 1743, 11125.00, -0.13
61350, 1775, 10625.00, 31249.87
61352, 1803, 10750.00, 15625.00
61354, 1831, 11000.00, -15625.00
61356, 1861, 11000.00, -15625.00
61358, 1883, 10750.00, 46875.00
61360, 1915, 10000.00, 0.00
61362, 1944, 10500.00, -124999.99
61364, 1967, 10375.00, -62500.00
61366, 1999, 10500.00, -46875.00
61368, 2032, 10500.00, 62500.00
61370, 2055, 11000.00, 0.00
61372, 2085, 11000.00, 78125.12
61374, 2116, 10750.00, 62500.12
61376, 2138, 10500.00, 31250.12
61378, 2167, 10375.00, -62500.12
61380, 2198, 10250.00, -78125.12
61382, 2222, 10250.00, -62500.12
61384, 2251, 10500.00, -31250.00
61386, 2283, 10500.00, 15625.00
61388, 2308, 10625.00, 31250.00
61390, 2338, 10750.00, 46875.00
61392, 2369, 10875.00, 31250.00
61394, 2393, 10750.00, 46875.00
61396, 2421, 10625.00, 15625.00
61398, 2450, 10375.00, -15625.00
61400, 2477, 10125.00, -62500.00
61402, 2506, 10500.00, -78124.99
61404, 2537, 10625.00, -15625.00
61406, 2564, 10875.00, 31250.00
61408, 2592, 10875.00, 93749.99
61410, 2622, 10750.00, 46875.00
61412, 2648, 10625.00, 15625.00
61414, 2675, 10500.00, -31250.00
61416, 2704, 10375.00, -46875.00
61418, 2731, 10250.00, -46875.00
61420, 2759, 10375.00, -46875.00
61422, 2792, 10500.00, -15625.00
61424, 2821, 11000.00, 15625.00
61426, 2847, 11250.00, 93750.12
61428, 2878, 11000.00, 109375.12
61430, 2903, 10750.00, 62500.12
61432, 2926, 10250.00, -31250.12
61434, 2957, 9875.00, -125000.11
61436, 2982, 9875.00, -140625.11
61438, 3008, 9875.00, -109374.99
61440, 3039, 10250.00, -46875.00
61442, 3067, 10250.00, 46875.00
61444, 3093, 10625.00, 46875.00
61446, 3123, 10625.00, 93749.99
61448, 3150, 10500.00, 46875.00
61450, 3175, 10375.00, 31250.00
61452, 3203, 10250.00, -31250.00
61454, 3230, 10000.00, -46875.00
61456, 3256, 10000.00, -62500.00
61458, 3285, 10125.00, -46875.00
61460, 3313, 10250.00, -15625.00
61462, 3340, 10375.00, 31250.00
61464, 3367, 10500.00, 46875.00
61466, 3395, 10250.00, 46875.00
61468, 3420, 10250.00, 0.00
61470, 3446, 10000.00, -15625.00
61472, 3475, 9875.00, -62500.00
61474, 3501, 10000.00, -46875.00
61476, 3528, 10125.00, -31250.00
61478, 3558, 10250.00, 15625.00
61480, 3586, 10375.00, 46875.00
61482, 3611, 10625.00, 46875.00
61484, 3642, 10375.00, 62500.00
61486, 3666, 10500.00, 15625.00
61488, 3690, 10000.00, 15625.00
61490, 3720, 9875.00, -78124.99
61492, 3746, 9750.00, -62500.00
61494, 3772, 10000.00, -93749.99
61496, 3805, 10250.00, 0.00
61498, 3835, 10625.00, 46875.00
61500, 3860, 11125.00, 109375.12
61502, 3891, 11000.00, 140625.11
61504, 3915, 10750.00, 93750.12
61506, 3939, 10000.00, 15624.87
61508, 3969, 9875.00, -140625.11
61510, 3995, 9750.00, -140625.11
61512, 4019, 10000.00, -124999.99
61514, 4049, 10000.00, 0.00
61516, 4077, 10000.00, 15625.00
61518, 6, 10250.00, 31250.00
61520, 35, 10375.00, 31250.00
61522, 62, 10250.00, 46875.00
61524, 86, 10125.00, 31250.00
61526, 114, 10000.00, -15625.00
61528, 145, 9875.00, -46875.00
61530, 168, 10375.00, -46875.00
61532, 195, 10250.00, 31250.00
61534, 228, 10125.00, 31250.00
61536, 252, 10375.00, 31250.00
61538, 276, 10500.00, 0.12
61540, 310, 10125.00, 31250.12
61542, 335, 10250.00, 0.13
61544, 356, 10375.00, -15625.00
61546, 390, 10000.00, -15625.00
61548, 417, 10000.00, -15625.00
61550, 436, 10250.00, -31250.00
61552, 470, 10000.00, -15625.00
61554, 502, 10000.00, 0.00
61556, 521, 10625.00, 0.00
61558, 551, 10625.00, 46875.00
61560, 583, 10125.00, 78125.00
61562, 602, 10125.00, 15625.00
61564, 629, 10125.00, -62500.00
61566, 662, 9750.00, -62500.00
61568, 687, 9875.00, -46875.00
61570, 712, 10625.00, -31250.00
61572, 748, 10375.00, 62500.00
61574, 777, 10750.00, 78124.99
61576, 800, 11250.00, 109374.98
61578, 829, 11000.00, 78124.99
61580, 854, 10125.00, 78124.99
61582, 877, 9625.00, -78125.12
61584, 908, 9625.00, -203125.11
61586, 934, 9875.00, -171875.11
61588, 958, 10000.00, -31250.00
61590, 991, 10125.00, 46875.00
61592, 1020, 10375.00, 62500.00
61594, 1042, 10750.00, 62500.12
61596, 1073, 10500.00, 93750.12
61598, 1100, 10250.00, 46875.12
61600, 1121, 10000.00, -15625.12
61602, 1154, 9875.00, -93750.12
61604, 1181, 10125.00, -78125.12
61606, 1203, 10125.00, -15624.87
61608, 1238, 10250.00, 15625.12
61610, 1265, 10500.00, 46875.12
61612, 1287, 10500.00, 46875.00
61614, 1322, 10500.00, 46875.00
61616, 1350, 10500.00, 31250.00
61618, 1371, 10625.00, -0.00
61620, 1405, 10500.00, 15625.00
61622, 1433, 10375.00, 0.00
61624, 1455, 10375.00, -15625.00
61626, 1490, 10500.00, -31250.00
61628, 1521, 10625.00, 0.00
61630, 1545, 11000.00, 31250.00
61632, 1578, 11250.00, 78124.99
61634, 1610, 11000.00, 93749.99
61636, 1632, 11125.00, 46874.99
61638, 1662, 10875.00, 15625.00
61640, 1695, 10500.00, -46875.00
61642, 1721, 10625.00, -62500.12
61644, 1748, 11125.00, -62500.00
61646, 1782, 10750.00, 31250.00
61648, 1810, 10875.00, 31250.12
61650, 1838, 11125.00, 31250.00
61652, 1866, 11250.00, 0.00
61654, 1888, 10500.00, 62500.00
61656, 1919, 9750.00, -46875.12
61658, 1946, 10125.00, -171875.11
61660, 1969, 10000.00, -140625.11
61662, 2003, 10125.00, -62500.00
61664, 2030, 10500.00, 46875.00
61666, 2055, 10500.00, 46875.12
61668, 2086, 10750.00, 62500.12
61670, 2113, 10375.00, 78125.12
61672, 2137, 10375.00, -15625.12
61674, 2166, 10250.00, -15625.12
61676, 2193, 10000.00, -62500.12
61678, 2219, 10000.00, -46875.00
61680, 2247, 10250.00, -46875.00
61682, 2276, 10125.00, 0.00
61684, 2304, 10375.00, 15625.00
61686, 2332, 10625.00, 46875.00
61688, 2361, 10625.00, 46875.00
61690, 2387, 10625.00, 62500.00
61692, 2413, 10375.00, 31250.00
61694, 2442, 10125.00, -31250.00
61696, 2469, 10125.00, -62500.00
61698, 2496, 10250.00, -62500.00
61700, 2527, 10375.00, -15625.00
61702, 2555, 10625.00, 31250.00
61704, 2582, 10750.00, 62500.00
61706, 2611, 10750.00, 62500.00
61708, 2639, 10500.00, 46875.00
61710, 2663, 10500.00, -15625.00
61712, 2692, 10125.00, -31250.00
61714, 2720, 10125.00, -78124.99
61716, 2745, 10125.00, -46875.00
61718, 2777, 10250.00, -46875.00
61720, 2807, 10625.00, 15625.00
61722, 2833, 10875.00, 62500.00
61724, 2864, 11000.00, 93749.99
61726, 2890, 10875.00, 93749.99
61728, 2914, 10375.00, 31250.00
61730, 2943, 10125.00, -62500.00
61732, 2970, 9875.00, -109374.99
61734, 2994, 10000.00, -124999.99
61736, 3024, 10000.00, -46875.00
61738, 3053, 10125.00, -15625.00
61740, 3079, 10375.00, 31250.00
61742, 3109, 10625.00, 46875.00
61744, 3137, 10625.00, 78124.99
61746, 3162, 10500.00, 62500.00
61748, 3189, 10375.00, 15625.00
61750, 3219, 10000.00, -31250.00
61752, 3243, 10250.00, -78124.99
61754, 3270, 10125.00, -31250.00
61756, 3302, 10125.00, -31250.00
61758, 3327, 10375.00, 15625.00
61760, 3353, 10500.00, 15625.00
61762, 3385, 10375.00, 46875.00
61764, 3408, 10375.00, 31250.00
61766, 3434, 10125.00, 0.00
61768, 3465, 10125.00, -46875.00
61770, 3490, 10000.00, -31250.00
61772, 3514, 10250.00, -46875.00
61774, 3549, 10000.00, 15625.00
61776, 3576, 10500.00, -15625.00
61778, 3599, 10750.00, 62500.12
