Time (ms), Position (count), Velocity (count/s), Acceleration (count/s2), Desired Vel, Desired Acc, control signal, motorCurrent (raw)
58548, 2336, 2166.67, 55555.56, 2048, 0, -237, 235.00
58551, 2337, 1666.67, 34722.21, 2048, 0, 762, 1.00
58554, 2338, 1000.00, -34722.22, 2048, 0, 2096, 514.00
58557, 2341, 500.00, -104166.67, 2048, 0, 3096, 496.00
58560, 2349, 416.67, -138888.88, 2048, 0, 3262, 475.00
58566, 2372, 1000.00, -104166.66, 2048, 0, 2096, 349.00
58569, 2372, 1875.00, -24305.55, 2048, 0, 346, 316.00
58572, 2409, 1625.00, 90277.77, 2048, 0, 846, 276.00
58575, 2432, 4041.67, 76388.88, 2048, 0, -3987, 0.00
58578, 2492, 5000.00, 253472.20, 2048, 0, -5904, 453.00
58581, 2464, 10000.00, 260416.67, 2048, 0, -15904, 528.00
58587, 2485, 4583.33, 697916.63, 2048, 0, -5070, 490.00
58593, 2486, 3541.67, 270833.31, 2048, 0, -2987, 499.00
58596, 2486, -1416.67, 147569.44, 2048, 0, 6929, 326.00
58599, 2486, 916.67, -682291.69, 2048, 0, 2262, 509.00
58602, 2486, 41.67, -262152.78, 2048, 0, 4012, 511.00
58605, 2486, 0.00, -291666.69, 2048, 0, 4096, 496.00
58608, 2486, 0.00, 118055.55, 2048, 0, 4096, 477.00
58611, 2486, 0.00, -76388.88, 2048, 0, 4096, 403.00
58614, 2500, 0.00, -3472.22, 2048, 0, 4096, 372.00
58617, 2514, 1166.67, 0.00, 2048, 0, 1762, 324.00
58620, 2536, 2333.33, 97222.22, 2048, 0, -570, 0.00
58629, 2576, 4166.67, 194444.44, 2048, 0, -4237, 507.00
58635, 2580, 4111.11, 245370.36, 2048, 0, -4126, 502.00
58638, 2580, 3111.11, 145833.34, 2048, 0, -2126, 465.00
58641, 2580, 1277.78, -34722.21, 2048, 0, 1540, 0.00
58647, 2580, 166.67, -238425.94, 2048, 0, 3762, 505.00
58650, 2570, 0.00, -282407.44, 2048, 0, 4096, 488.00
58653, 2580, -833.33, -212962.98, 2048, 0, 5762, 491.00
58656, 2580, 0.00, -129629.64, 2048, 0, 4096, 458.00
58659, 2580, 0.00, -13888.89, 2048, 0, 4096, 405.00
58662, 2585, 833.33, 0.00, 2048, 0, 2429, 354.00
58665, 2605, 416.67, 138888.89, 2048, 0, 3262, 312.00
58668, 2628, 2083.33, 34722.22, 2048, 0, -70, 0.00
58671, 2633, 4000.00, 173611.11, 2048, 0, -3904, 495.00
58674, 2661, 4000.00, 263888.91, 2048, 0, -3904, 397.00
58677, 2672, 4666.67, 298611.13, 2048, 0, -5237, 349.00
58680, 2682, 3666.67, 215277.78, 2048, 0, -3237, 317.00
58683, 2686, 4083.33, -27777.77, 2048, 0, -4070, 215.00
58686, 2689, 2083.33, 6944.44, 2048, 0, -70, 251.00
58689, 2690, 1416.67, -215277.78, 2048, 0, 1262, 163.00
58692, 2690, 666.67, -187500.02, 2048, 0, 2762, 244.00
58695, 2690, 333.33, -284722.22, 2048, 0, 3429, 154.00
58698, 2693, 83.33, -145833.33, 2048, 0, 3929, 179.00
58701, 2696, 250.00, -111111.11, 2048, 0, 3596, 136.00
58704, 2699, 500.00, -34722.23, 2048, 0, 3096, 113.00
58707, 2703, 750.00, 13888.89, 2048, 0, 2596, 122.00
58710, 2707, 833.33, 55555.55, 2048, 0, 2429, 51.00
58713, 2712, 916.67, 48611.12, 2048, 0, 2262, 117.00
58716, 2718, 1083.33, 34722.23, 2048, 0, 1929, 49.00
58719, 2724, 1250.00, 27777.78, 2048, 0, 1596, 127.00
58722, 2731, 1416.67, 34722.22, 2048, 0, 1262, 56.00
58725, 2739, 1583.33, 41666.66, 2048, 0, 929, 104.00
58728, 2748, 1750.00, 41666.66, 2048, 0, 596, 62.00
58731, 2757, 2000.00, 41666.67, 2048, 0, 96, 63.00
58734, 2766, 2166.67, 48611.12, 2048, 0, -237, 144.00
58737, 2774, 2250.00, 48611.12, 2048, 0, -404, 395.00
58740, 2776, 2166.67, 41666.67, 2048, 0, -237, 468.00
58743, 2776, 1583.33, 13888.89, 2048, 0, 929, 0.00
58749, 2776, 833.33, -48611.11, 2048, 0, 2429, 496.00
58752, 2777, 166.67, -86805.55, 2048, 0, 3762, 482.00
58755, 2787, 83.33, -135416.67, 2048, 0, 3929, 432.00
58758, 2796, 916.67, -93750.01, 2048, 0, 2262, 368.00
58761, 2811, 1666.67, 6944.44, 2048, 0, 762, 352.00
58767, 2853, 2833.33, 125000.00, 2048, 0, -1570, 0.00
58770, 2873, 3750.00, 180555.55, 2048, 0, -3404, 523.00
58776, 2893, 4666.67, 187500.00, 2048, 0, -5237, 506.00
58779, 2898, 4250.00, 163194.44, 2048, 0, -4404, 512.00
58782, 2899, 2916.67, 79861.13, 2048, 0, -1737, 503.00
58785, 2899, 1333.33, -107638.88, 2048, 0, 1429, 0.00
58788, 2898, 500.00, -277777.75, 2048, 0, 3096, 505.00
58791, 2889, 0.00, -312500.00, 2048, 0, 4096, 494.00
58794, 2898, -833.33, -243055.58, 2048, 0, 5762, 483.00
58797, 2900, -83.33, -180555.56, 2048, 0, 4262, 452.00
58800, 2914, 166.67, -48611.11, 2048, 0, 3762, 395.00
58803, 2929, 2083.33, 13888.89, 2048, 0, -70, 0.00
58806, 2947, 2583.33, 243055.55, 2048, 0, -1070, 451.00
58809, 2956, 3916.67, 222222.22, 2048, 0, -3737, 337.00
58812, 2962, 3500.00, 312500.00, 2048, 0, -2904, 335.00
58815, 2967, 2750.00, 118055.56, 2048, 0, -1404, 261.00
58818, 2970, 1666.67, 13888.89, 2048, 0, 762, 0.00
58821, 2971, 1166.67, -187499.98, 2048, 0, 1762, 163.00
58824, 2973, 750.00, -194444.45, 2048, 0, 2596, 98.00
58827, 2977, 500.00, -166666.67, 2048, 0, 3096, 147.00
58830, 2980, 583.33, -97222.22, 2048, 0, 2929, 89.00
58833, 2985, 750.00, -48611.10, 2048, 0, 2596, 126.00
58836, 2991, 1000.00, 0.00, 2048, 0, 2096, 84.00
58839, 2998, 1166.67, 41666.67, 2048, 0, 1762, 121.00
58842, 3005, 1500.00, 48611.11, 2048, 0, 1096, 82.00
58845, 3013, 1666.67, 62500.00, 2048, 0, 762, 71.00
58848, 3021, 1833.33, 55555.54, 2048, 0, 429, 82.00
58851, 3028, 1916.67, 55555.55, 2048, 0, 262, 27.00
58854, 3036, 1916.67, 34722.23, 2048, 0, 262, 86.00
58857, 3043, 1916.67, 20833.35, 2048, 0, 262, 35.00
58860, 3050, 1833.33, 6944.46, 2048, 0, 429, 96.00
58863, 3058, 1833.33, -6944.46, 2048, 0, 429, 34.00
58866, 3066, 1833.33, -6944.46, 2048, 0, 429, 95.00
58869, 3075, 1916.67, -6944.46, 2048, 0, 262, 42.00
58872, 3084, 2083.33, 6944.46, 2048, 0, -70, 8.00
58875, 3093, 2166.67, 20833.35, 2048, 0, -237, 314.00
58878, 3098, 2250.00, 27777.79, 2048, 0, -404, 516.00
58881, 3099, 1916.67, 27777.77, 2048, 0, 262, 1.00
58884, 3099, 1250.00, -13888.91, 2048, 0, 1596, 509.00
58887, 3099, 500.00, -76388.89, 2048, 0, 3096, 495.00
58890, 3104, 83.33, -145833.33, 2048, 0, 3929, 478.00
58893, 3116, 416.67, -152777.77, 2048, 0, 3262, 400.00
58896, 3128, 1416.67, -69444.45, 2048, 0, 1262, 376.00
58899, 3143, 2416.67, 76388.89, 2048, 0, -737, 0.00
58902, 3159, 3250.00, 194444.44, 2048, 0, -2404, 506.00
58905, 3169, 3583.33, 236111.13, 2048, 0, -3070, 319.00
58908, 3177, 3416.67, 180555.58, 2048, 0, -2737, 510.00
58911, 3179, 2833.33, 83333.35, 2048, 0, -1570, 511.00
58914, 3179, 1666.67, -34722.21, 2048, 0, 762, 1.00
58917, 3179, 833.33, -159722.25, 2048, 0, 2429, 503.00
58920, 3179, 166.67, -215277.78, 2048, 0, 3762, 499.00
58923, 3180, 0.00, -222222.25, 2048, 0, 4096, 490.00
58926, 3188, 83.33, -138888.89, 2048, 0, 3929, 407.00
58929, 3201, 750.00, -62500.00, 2048, 0, 2596, 383.00
58932, 3214, 1833.33, 48611.11, 2048, 0, 429, 338.00
58935, 3229, 2833.33, 152777.78, 2048, 0, -1570, 0.00
58938, 3248, 3416.67, 229166.69, 2048, 0, -2737, 515.00
58944, 3270, 3916.67, 222222.23, 2048, 0, -3737, 514.00
58947, 3274, 3750.00, 152777.80, 2048, 0, -3404, 499.00
58950, 3274, 2833.33, 55555.56, 2048, 0, -1570, 495.00
58953, 3274, 1250.00, -69444.47, 2048, 0, 1596, 0.00
58956, 3274, 333.33, -222222.25, 2048, 0, 3429, 503.00
58959, 3315, 0.00, -284722.22, 2048, 0, 4096, 116.00
58962, 3274, 3416.67, -236111.09, 2048, 0, -2737, 0.00
